sl,Station Number,Year Month Day Hours Minutes in YYYY,MM,DD,HH24,MI format in Local standard time,Mean global irradiance (over 1 minute) in W/sq m,Minimum 1 second global irradiance (over 1 minute) in W/sq m,Maximum 1 second global irradiance (over 1 minute) in W/sq m,Standard deviation of global irradiance (over 1 minute) in W/sq m,Uncertainty in mean global irradiance (over 1 minute) in W/sq m,Mean direct irradiance (over 1 minute) in W/sq m,Minimum 1 second direct irradiance (over 1 minute) in W/sq m,Maximum 1 second direct irradiance (over 1 minute) in W/sq m,Standard deviation of direct irradiance (over 1 minute) in W/sq m,Uncertainty in mean direct irradiance (over 1 minute) in W/sq m,Mean diffuse irradiance (over 1 minute) in W/sq m,Minimum 1 second diffuse irradiance (over 1 minute) in W/sq m,Maximum 1 second diffuse irradiance (over 1 minute) in W/sq m,Standard deviation of diffuse irradiance (over 1 minute) in W/sq m,Uncertainty in mean diffuse irradiance (over 1 minute) in W/sq m,Mean terrestrial irradiance (over 1 minute) in W/sq m,Minimum 1 second terrestrial irradiance (over 1 minute) in W/sq m,Maximum 1 second terrestrial irradiance (over 1 minute) in W/sq m,Standard deviation of terrestrial irradiance (over 1 minute) in W/sq m,Uncertainty in mean terrestrial irradiance (over 1 minute) in W/sq m,Mean direct horizontal irradiance (over 1 minute) in W/sq m,Minimum 1 second direct horizontal irradiance (over 1 minute) in W/sq m,Maximum 1 second direct horizontal irradiance (over 1 minute) in W/sq m,Standard deviation of direct horizontal irradiance (over 1 minute) in W/sq m,Uncertainty in mean direct horizontal irradiance (over 1 minute) in W/sq m,Sunshine-seconds-96 (duration of DNI exceeding 96 W/sq m over 1 minute) in seconds,Sunshine-seconds-120 (duration of DNI exceeding 120 W/sq m over 1 minute) in seconds,Sunshine-seconds-144 (duration of DNI exceeding 144 W/sq m over 1 minute) in seconds,Zenith distance in degrees
sl, 23034,2019,10,04,14,19, 338.85, 322.63, 394.53,  17.61,   7.85,  19.77,       ,  87.82,  20.91,   5.44, 324.54, 321.90, 330.97,   2.47,   6.84, 372.94, 371.41, 374.40,   0.77,   6.02,  14.31,   0.72,  63.56,  15.14,   3.94,    0,    0,    0,  43.64
sl, 23034,2019,10,04,14,20, 378.36, 331.63, 567.39,  55.11,  14.55,  61.45,       , 314.04,  68.28,  17.67, 334.01, 323.31, 340.72,   5.83,   7.15, 375.02, 373.81, 376.60,   0.90,   5.73,  44.35,   8.32, 226.66,  49.28,  12.75,    8,    7,    6,  43.80
sl, 23034,2019,10,04,14,21, 360.85, 347.86, 407.60,  16.77,   9.16,  11.23,       ,  60.59,       ,   4.76, 344.54, 339.86, 351.96,   4.05,   7.28, 378.05, 376.54, 379.49,   0.82,   5.37,   8.09,   0.00,  43.61,       ,   3.43,    0,    0,    0,  43.96
sl, 23034,2019,10,04,14,22, 383.17, 355.98, 452.06,  22.90,   8.88,  29.91,       , 113.65,  24.40,   6.35, 361.71, 352.12, 370.48,   5.38,   7.67, 380.41, 379.43, 381.65,   0.72,   5.09,  21.47,   3.86,  81.57,  17.52,   4.56,    2,    0,    0,  44.13
sl, 23034,2019,10,04,14,23, 529.19, 384.44, 764.96, 134.85,  33.53, 200.46,       , 513.12, 175.88,  45.55, 385.71, 370.93, 397.68,   8.96,   8.34, 382.26, 381.50, 382.91,   0.47,   4.88, 143.48,  13.51, 367.27, 125.89,  32.60,   33,   28,   25,  44.29
sl, 23034,2019,10,04,14,24, 427.10, 394.88, 678.74,  58.66,  16.61,  48.40,       , 394.74,  78.84,  20.38, 392.55, 388.58, 397.01,   2.39,   8.19, 383.05, 382.59, 383.40,   0.22,   4.74,  34.54,   6.30, 281.74,  56.27,  14.55,    7,    6,    6,  44.46
sl, 23034,2019,10,04,14,25, 395.89, 379.12, 414.11,   9.76,   8.16,  19.24,       ,  36.02,   6.15,   1.71, 382.19, 370.77, 388.47,   5.38,   8.08, 382.28, 381.32, 383.31,   0.63,   4.68,  13.70,   8.35,  25.64,   4.38,   1.22,    0,    0,    0,  44.63
sl, 23034,2019,10,04,14,26, 354.38, 325.08, 385.28,  18.69,   9.33,   4.82,       ,  15.97,       ,   1.75, 344.19, 320.27, 370.13,  14.88,   8.13, 381.04, 380.55, 381.50,   0.28,   4.66,   3.42,   0.00,  11.33,       ,   1.24,    0,    0,    0,  44.79
sl, 23034,2019,10,04,14,27, 305.54, 291.95, 324.20,   9.78,   7.42,   0.00,       ,   0.00,       ,   0.59, 300.80, 285.77, 319.46,   9.97,   6.83, 380.70, 380.48, 380.92,   0.11,   4.61,   0.00,   0.00,   0.00,       ,   0.42,    0,    0,    0,  44.96
sl, 23034,2019,10,04,14,28, 279.95, 273.80, 291.97,   5.01,   5.97,   4.26,       ,   9.44,   2.03,   0.77, 276.95, 273.60, 285.31,   3.58,   5.94, 380.31, 379.95, 380.68,   0.18,   4.58,   3.00,   0.20,   6.66,   1.43,   0.54,    0,    0,    0,  45.13
sl, 23034,2019,10,04,14,29, 279.65, 273.58, 289.21,   4.73,   5.99,   1.81,       ,   5.27,   1.48,   0.68, 278.37, 273.57, 285.50,   3.68,   5.97, 380.27, 379.84, 380.81,   0.34,   4.55,   1.28,   0.01,   3.71,   1.04,   0.48,    0,    0,    0,  45.30
sl, 23034,2019,10,04,14,30, 297.29, 291.42, 303.40,   3.74,   6.92,   0.00,       ,   0.32,       ,   0.58, 293.33, 285.66, 299.63,   4.21,   6.29, 381.03, 380.63, 381.47,   0.23,   4.49,   0.00,   0.00,   0.22,       ,   0.41,    0,    0,    0,  45.47
sl, 23034,2019,10,04,14,31, 304.75, 303.43, 305.30,   0.47,   7.03,   0.00,       ,   0.00,       ,   0.57, 301.05, 299.66, 301.54,   0.48,   6.35, 380.72, 380.31, 381.32,   0.27,   4.49,   0.00,   0.00,   0.00,       ,   0.40,    0,    0,    0,  45.64
sl, 23034,2019,10,04,14,32, 301.38, 297.96, 304.25,   1.87,   6.98,   0.00,       ,   0.00,       ,   0.57, 298.10, 294.93, 300.70,   1.74,   6.30, 382.43, 381.25, 383.62,   0.75,   4.39,   0.00,   0.00,   0.00,       ,   0.39,    0,    0,    0,  45.81
sl, 23034,2019,10,04,14,33, 293.52, 289.29, 297.77,   2.52,   6.84,   0.00,       ,   0.00,       ,   0.57, 290.57, 286.46, 294.75,   2.45,   6.17, 383.84, 383.47, 384.31,   0.26,   4.31,   0.00,   0.00,   0.00,       ,   0.39,    0,    0,    0,  45.98
sl, 23034,2019,10,04,14,34, 285.08, 281.51, 289.15,   2.27,   6.66,   0.00,       ,   0.00,       ,   0.57, 282.32, 278.78, 286.29,   2.23,   6.00, 384.43, 384.16, 384.90,   0.17,   4.28,   0.00,   0.00,   0.00,       ,   0.39,    0,    0,    0,  46.15
sl, 23034,2019,10,04,14,35, 278.82, 276.53, 281.37,   1.40,   6.52,   0.00,       ,   0.04,       ,   0.57, 276.19, 273.80, 278.65,   1.40,   5.87, 385.09, 384.84, 385.27,   0.13,   4.25,   0.00,   0.00,   0.03,       ,   0.39,    0,    0,    0,  46.32
sl, 23034,2019,10,04,14,36, 274.47, 272.41, 276.36,   1.15,   6.44,   0.04,       ,   0.08,       ,   0.57, 271.85, 269.85, 273.70,   1.09,   5.78, 385.33, 385.19, 385.53,   0.09,   4.24,   0.03,   0.00,   0.05,       ,   0.39,    0,    0,    0,  46.49
sl, 23034,2019,10,04,14,37, 267.77, 265.94, 270.40,   1.43,   5.71,   0.36,       ,   0.90,   0.27,   0.57, 267.52, 265.93, 269.79,   1.25,   5.70, 385.66, 385.42, 386.08,   0.22,   4.22,   0.25,   0.01,   0.62,   0.18,   0.39,    0,    0,    0,  46.67
sl, 23034,2019,10,04,14,38, 266.13, 265.39, 268.66,   0.76,   5.67,   0.49,       ,   1.65,   0.29,   0.57, 265.80, 265.27, 267.53,   0.57,   5.66, 386.00, 385.86, 386.25,   0.09,   4.21,   0.33,   0.12,   1.13,   0.20,   0.39,    0,    0,    0,  46.84
sl, 23034,2019,10,04,14,39, 270.66, 266.24, 275.60,   2.83,   5.72,   5.19,       ,  11.25,   3.17,   1.00, 267.13, 265.35, 267.93,   0.67,   5.68, 386.32, 385.98, 386.78,   0.22,   4.20,   3.54,   0.89,   7.67,   2.16,   0.68,    0,    0,    0,  47.01
sl, 23034,2019,10,04,14,40, 274.55, 266.01, 290.28,   6.07,   5.82,  14.22,       ,  32.98,   7.92,   2.13, 264.88, 264.26, 267.87,   0.69,   5.64, 387.21, 386.78, 387.76,   0.31,   4.16,   9.67,   1.75,  22.41,   5.39,   1.45,    0,    0,    0,  47.19
sl, 23034,2019,10,04,14,41, 268.80, 267.36, 270.63,   0.97,   5.70,   2.23,       ,   3.80,   0.77,   0.60, 267.28, 266.50, 268.06,   0.44,   5.68, 388.18, 387.66, 388.91,   0.40,   4.13,   1.51,   0.86,   2.58,   0.52,   0.41,    0,    0,    0,  47.36
sl, 23034,2019,10,04,14,42, 269.10, 267.74, 270.63,   0.94,   5.71,   1.43,       ,   2.74,   0.50,   0.58, 268.14, 267.04, 268.78,   0.60,   5.70, 389.67, 388.91, 390.36,   0.42,   4.08,   0.97,   0.70,   1.85,   0.34,   0.39,    0,    0,    0,  47.54
sl, 23034,2019,10,04,14,43, 267.59, 264.69, 269.53,   1.50,   5.70,   1.11,       ,   1.31,   0.09,   0.57, 266.84, 264.01, 268.65,   1.44,   5.69, 390.70, 390.44, 391.00,   0.19,   4.05,   0.75,   0.67,   0.88,   0.06,   0.38,    0,    0,    0,  47.71
sl, 23034,2019,10,04,14,44, 260.98, 256.33, 265.46,   2.74,   5.58,   1.88,       ,   2.40,   0.32,   0.57, 259.72, 255.43, 263.85,   2.52,   5.57, 391.25, 390.77, 391.80,   0.30,   4.04,   1.26,   0.90,   1.61,   0.22,   0.38,    0,    0,    0,  47.89
sl, 23034,2019,10,04,14,45, 253.58, 250.07, 256.73,   2.01,   5.42,   1.77,       ,   2.23,   0.29,   0.57, 252.40, 249.15, 255.24,   1.82,   5.41, 392.33, 391.84, 392.57,   0.18,   4.01,   1.18,   0.92,   1.49,   0.20,   0.38,    0,    0,    0,  48.06
sl, 23034,2019,10,04,14,46, 247.18, 245.25, 249.99,   1.43,   5.30,   1.13,       ,   1.45,   0.10,   0.57, 246.43, 244.56, 249.02,   1.36,   5.29, 393.03, 392.51, 393.63,   0.30,   3.98,   0.75,   0.69,   0.96,   0.07,   0.38,    0,    0,    0,  48.24
sl, 23034,2019,10,04,14,47, 244.23, 243.35, 245.29,   0.57,   5.23,   1.20,       ,   1.24,   0.03,   0.57, 243.43, 242.60, 244.47,   0.55,   5.22, 394.38, 393.70, 395.04,   0.35,   3.92,   0.80,   0.76,   0.82,   0.02,   0.38,    0,    0,    0,  48.42
sl, 23034,2019,10,04,14,48, 242.59, 241.84, 243.40,   0.44,   5.20,   0.83,       ,   1.31,   0.23,   0.57, 242.04, 241.51, 242.54,   0.29,   5.19, 395.38, 395.02, 395.85,   0.19,   3.88,   0.55,   0.32,   0.87,   0.15,   0.38,    0,    0,    0,  48.59
sl, 23034,2019,10,04,14,49, 241.00, 239.22, 241.84,   0.73,   5.18,   0.47,       ,   0.52,   0.02,   0.57, 240.69, 238.94, 241.49,   0.72,   5.17, 396.35, 395.89, 396.65,   0.19,   3.84,   0.31,   0.28,   0.34,   0.01,   0.37,    0,    0,    0,  48.77
sl, 23034,2019,10,04,14,50, 238.72, 236.92, 240.17,   0.99,   5.14,   0.50,       ,   0.56,   0.03,   0.57, 238.40, 236.62, 239.81,   0.97,   5.13, 396.49, 396.34, 396.72,   0.09,   3.84,   0.33,   0.30,   0.37,   0.02,   0.37,    0,    0,    0,  48.95
sl, 23034,2019,10,04,14,51, 235.04, 233.21, 236.93,   1.11,   5.07,   0.52,       ,   0.56,   0.02,   0.57, 234.70, 232.89, 236.57,   1.10,   5.06, 396.93, 396.70, 397.17,   0.14,   3.83,   0.34,   0.32,   0.36,   0.01,   0.37,    0,    0,    0,  49.13
sl, 23034,2019,10,04,14,52, 230.88, 228.20, 233.18,   1.44,   4.99,   0.56,       ,   0.59,   0.02,   0.57, 230.52, 227.88, 232.80,   1.43,   4.98, 397.64, 397.23, 397.96,   0.19,   3.81,   0.36,   0.32,   0.39,   0.01,   0.37,    0,    0,    0,  49.31
sl, 23034,2019,10,04,14,53, 224.67, 220.88, 228.16,   2.12,   4.89,   0.57,       ,   0.63,   0.03,   0.57, 224.30, 220.54, 227.76,   2.09,   4.88, 398.12, 397.88, 398.29,   0.11,   3.80,   0.37,   0.34,   0.41,   0.02,   0.37,    0,    0,    0,  49.49
sl, 23034,2019,10,04,14,54, 216.64, 212.47, 220.85,   2.48,   4.75,   0.67,       ,   0.73,   0.02,   0.57, 216.20, 212.07, 220.38,   2.46,   4.73, 398.41, 398.18, 398.72,   0.14,   3.80,   0.43,   0.40,   0.47,   0.02,   0.37,    0,    0,    0,  49.67
sl, 23034,2019,10,04,14,55, 208.00, 204.50, 212.40,   2.00,   4.57,   0.68,       ,   0.76,   0.03,   0.57, 207.56, 204.09, 211.91,   1.98,   4.55, 399.04, 398.72, 399.24,   0.16,   3.78,   0.44,   0.40,   0.49,   0.02,   0.36,    0,    0,    0,  49.85
sl, 23034,2019,10,04,14,56, 200.79, 197.41, 204.46,   2.05,   4.43,   0.74,       ,   0.76,   0.02,   0.57, 200.31, 196.97, 203.97,   2.03,   4.42, 398.88, 398.69, 399.15,   0.13,   3.80,   0.48,   0.45,   0.49,   0.01,   0.36,    0,    0,    0,  50.03
sl, 23034,2019,10,04,14,57, 194.18, 191.97, 197.34,   1.64,   4.30,   0.66,       ,   0.76,   0.05,   0.57, 193.76, 191.61, 196.85,   1.61,   4.28, 399.22, 399.08, 399.44,   0.08,   3.79,   0.42,   0.36,   0.49,   0.03,   0.36,    0,    0,    0,  50.21
sl, 23034,2019,10,04,14,58, 190.10, 188.71, 191.90,   0.94,   4.21,   0.50,       ,   0.63,   0.07,   0.57, 189.79, 188.49, 191.50,   0.90,   4.20, 399.70, 399.51, 399.99,   0.12,   3.77,   0.32,   0.22,   0.40,   0.04,   0.36,    0,    0,    0,  50.39
sl, 23034,2019,10,04,14,59, 188.17, 187.90, 188.67,   0.23,   4.17,   0.21,       ,   0.35,   0.09,   0.57, 188.04, 187.85, 188.45,   0.17,   4.16, 399.93, 399.76, 400.08,   0.08,   3.75,   0.13,   0.05,   0.22,   0.06,   0.36,    0,    0,    0,  50.57
sl, 23034,2019,10,04,15,00, 189.61, 189.43, 189.71,   0.08,   4.85,   0.00,       ,   0.08,       ,   0.57, 187.95, 187.81, 188.06,   0.07,   4.15, 399.53, 399.19, 399.83,   0.20,   3.77,   0.00,   0.00,   0.05,       ,   0.36,    0,    0,    0,  50.76
sl, 23034,2019,10,04,15,01, 189.02, 188.08, 189.64,   0.45,   4.85,   0.00,       ,   0.00,       ,   0.57, 187.18, 186.11, 187.91,   0.54,   4.14, 398.86, 398.63, 399.17,   0.14,   3.79,   0.00,   0.00,   0.00,       ,   0.36,    0,    0,    0,  50.94
sl, 23034,2019,10,04,15,02, 186.13, 183.94, 188.01,   1.20,   4.81,   0.00,       ,   0.00,       ,   0.57, 184.14, 181.89, 186.07,   1.21,   4.09, 399.04, 398.95, 399.16,   0.05,   3.77,   0.00,   0.00,   0.00,       ,   0.36,    0,    0,    0,  51.12
sl, 23034,2019,10,04,15,03, 181.05, 178.21, 183.83,   1.67,   4.72,   0.00,       ,   0.00,       ,   0.57, 178.93, 175.98, 181.78,   1.73,   4.01, 398.99, 398.84, 399.18,   0.08,   3.76,   0.00,   0.00,   0.00,       ,   0.35,    0,    0,    0,  51.30
sl, 23034,2019,10,04,15,04, 175.25, 172.61, 178.06,   1.62,   4.60,   0.00,       ,   0.00,       ,   0.57, 172.90, 169.81, 175.86,   1.78,   3.90, 399.36, 399.15, 399.63,   0.14,   3.73,   0.00,   0.00,   0.00,       ,   0.35,    0,    0,    0,  51.49
sl, 23034,2019,10,04,15,05, 170.63, 169.24, 172.49,   0.98,   4.49,   0.00,       ,   0.00,       ,   0.57, 168.40, 167.32, 169.97,   0.78,   3.80, 399.92, 399.55, 400.28,   0.20,   3.69,   0.00,   0.00,   0.00,       ,   0.35,    0,    0,    0,  51.67
sl, 23034,2019,10,04,15,06, 169.04, 168.85, 169.55,   0.18,   4.46,   0.00,       ,   0.00,       ,   0.57, 167.20, 166.96, 167.81,   0.22,   3.77, 401.49, 400.31, 402.44,   0.65,   3.61,   0.00,   0.00,   0.00,       ,   0.35,    0,    0,    0,  51.86
sl, 23034,2019,10,04,15,07, 171.38, 169.58, 173.53,   1.17,   4.54,   0.00,       ,   0.00,       ,   0.57, 169.70, 167.86, 171.93,   1.22,   3.83, 401.83, 401.64, 402.35,   0.18,   3.60,   0.00,   0.00,   0.00,       ,   0.35,    0,    0,    0,  52.04
sl, 23034,2019,10,04,15,08, 176.03, 173.59, 178.19,   1.36,   4.66,   0.00,       ,   0.08,       ,   0.57, 174.25, 171.92, 176.56,   1.57,   3.92, 401.80, 401.69, 402.18,   0.11,   3.61,   0.00,   0.00,   0.05,       ,   0.35,    0,    0,    0,  52.22
sl, 23034,2019,10,04,15,09, 177.64, 176.67, 178.09,   0.41,   3.98,   0.18,       ,   0.32,   0.07,   0.57, 177.53, 176.62, 177.90,   0.36,   3.96, 402.93, 402.22, 403.36,   0.31,   3.57,   0.11,   0.05,   0.19,   0.04,   0.35,    0,    0,    0,  52.41
sl, 23034,2019,10,04,15,10, 176.09, 173.54, 177.87,   1.32,   3.96,   0.41,       ,   0.49,   0.07,   0.57, 175.84, 173.36, 177.57,   1.28,   3.94, 402.48, 401.93, 403.33,   0.49,   3.61,   0.25,   0.17,   0.30,   0.04,   0.34,    0,    0,    0,  52.60
sl, 23034,2019,10,04,15,11, 170.41, 165.74, 173.60,   1.95,   3.87,   0.49,       ,   0.52,   0.02,   0.57, 170.11, 165.46, 173.29,   1.94,   3.85, 402.29, 402.18, 402.55,   0.09,   3.63,   0.30,   0.27,   0.32,   0.01,   0.34,    0,    0,    0,  52.78
sl, 23034,2019,10,04,15,12, 163.65, 159.70, 166.47,   1.91,   3.74,   0.51,       ,   0.56,   0.02,   0.57, 163.35, 159.41, 166.13,   1.89,   3.73, 402.48, 402.39, 402.55,   0.04,   3.62,   0.30,   0.29,   0.34,   0.01,   0.34,    0,    0,    0,  52.97
sl, 23034,2019,10,04,15,13, 159.57, 158.38, 160.73,   0.73,   3.64,   0.60,       ,   0.66,   0.04,   0.57, 159.22, 158.07, 160.33,   0.71,   3.63, 402.27, 401.92, 402.51,   0.18,   3.64,   0.36,   0.31,   0.40,   0.02,   0.34,    0,    0,    0,  53.15
sl, 23034,2019,10,04,15,14, 158.39, 158.16, 158.91,   0.20,   3.61,   0.65,       ,   0.69,   0.02,   0.57, 158.00, 157.79, 158.50,   0.18,   3.60, 400.81, 399.06, 401.92,   0.82,   3.73,   0.39,   0.37,   0.41,   0.01,   0.34,    0,    0,    0,  53.34
sl, 23034,2019,10,04,15,15, 160.75, 158.38, 164.17,   1.71,   3.68,   0.45,       ,   0.66,   0.15,   0.57, 160.49, 158.29, 163.77,   1.62,   3.67, 398.58, 398.43, 399.04,   0.12,   3.83,   0.27,   0.09,   0.39,   0.09,   0.34,    0,    0,    0,  53.53
sl, 23034,2019,10,04,15,16, 172.13, 167.19, 178.15,   3.22,   4.75,   0.00,       ,   0.18,       ,   0.57, 169.14, 163.92, 175.28,   3.29,   3.89, 398.61, 398.42, 398.85,   0.13,   3.81,   0.00,   0.00,   0.11,       ,   0.34,    0,    0,    0,  53.72
sl, 23034,2019,10,04,15,17, 187.19, 178.41, 197.96,   5.67,   5.26,   0.00,       ,   0.04,       ,   0.57, 184.40, 175.58, 195.18,   5.79,   4.34, 399.13, 398.79, 399.59,   0.28,   3.78,   0.00,   0.00,   0.03,       ,   0.33,    0,    0,    0,  53.90
sl, 23034,2019,10,04,15,18, 234.01, 195.74, 315.34,  38.82,   9.01,  35.86,       , 142.33,  47.82,  12.38, 212.97, 195.69, 231.86,  10.78,   5.37, 399.48, 399.12, 399.66,   0.16,   3.76,  21.03,   0.05,  83.48,  28.05,   7.26,   12,    6,    0,  54.09
sl, 23034,2019,10,04,15,19, 299.32, 245.67, 379.18,  40.26,   9.45,  73.77,       , 171.47,  46.10,  11.98, 256.25, 232.59, 279.06,  13.35,   6.43, 399.23, 399.02, 399.37,   0.11,   3.79,  43.07,  13.07, 100.11,  26.91,   7.00,   19,   10,    6,  54.28
sl, 23034,2019,10,04,15,20, 417.50, 298.50, 641.18, 100.29,  24.29, 201.44,       , 560.50, 155.32,  40.26, 300.43, 280.05, 315.44,  10.02,   6.82, 398.66, 397.90, 399.25,   0.40,   3.85, 117.07,  18.45, 325.75,  90.27,  23.40,   36,   35,   34,  54.47
sl, 23034,2019,10,04,15,21, 548.29, 313.71, 728.34, 128.95,  32.97, 402.42,       , 702.21, 214.15,  55.73, 315.50, 305.24, 322.13,   5.06,   6.75, 397.19, 396.53, 397.86,   0.39,   3.97, 232.80,   8.47, 406.22, 123.88,  32.24,   52,   51,   50,  54.66
sl, 23034,2019,10,04,15,22, 300.82, 293.11, 312.39,   5.40,   6.39,   4.53,       ,  13.20,   2.40,   0.84, 298.21, 291.24, 304.79,   4.02,   6.37, 396.04, 395.29, 396.74,   0.42,   4.07,   2.61,   1.88,   7.60,   1.38,   0.48,    0,    0,    0,  54.85
sl, 23034,2019,10,04,15,23, 285.15, 277.17, 293.56,   5.52,   6.16,   3.04,       ,   3.29,   0.11,   0.57, 283.41, 275.49, 291.67,   5.46,   6.16, 394.59, 393.62, 395.26,   0.49,   4.19,   1.74,   1.67,   1.89,   0.06,   0.33,    0,    0,    0,  55.03
sl, 23034,2019,10,04,15,24, 267.82, 259.16, 277.07,   5.31,   5.82,   3.17,       ,   3.29,   0.09,   0.57, 266.02, 257.46, 275.19,   5.26,   5.81, 392.70, 392.03, 393.56,   0.44,   4.32,   1.81,   1.70,   1.88,   0.05,   0.32,    0,    0,    0,  55.22
sl, 23034,2019,10,04,15,25, 252.26, 247.60, 259.42,   3.83,   5.44,   3.32,       ,   3.94,   0.22,   0.57, 250.37, 245.83, 257.19,   3.71,   5.43, 391.40, 390.81, 392.06,   0.36,   4.41,   1.89,   1.77,   2.24,   0.13,   0.32,    0,    0,    0,  55.41
sl, 23034,2019,10,04,15,26, 245.81, 242.72, 251.02,   2.20,   5.24,   4.87,       ,   9.30,   1.73,   0.72, 243.06, 240.70, 245.76,   1.22,   5.22, 390.33, 389.96, 390.85,   0.27,   4.50,   2.75,   2.01,   5.26,   0.98,   0.41,    0,    0,    0,  55.60
sl, 23034,2019,10,04,15,27, 247.32, 242.91, 255.02,   3.82,   5.30,   5.57,       ,   9.07,   1.66,   0.71, 244.19, 240.72, 249.92,   2.89,   5.28, 389.86, 389.62, 390.13,   0.11,   4.55,   3.13,   2.20,   5.10,   0.93,   0.40,    0,    0,    0,  55.79
sl, 23034,2019,10,04,15,28, 261.63, 253.09, 270.44,   4.99,   5.61,   7.94,       ,  10.47,   1.20,   0.66, 257.18, 250.22, 264.59,   4.32,   5.59, 389.13, 388.54, 389.61,   0.37,   4.62,   4.44,   2.87,   5.86,   0.67,   0.37,    0,    0,    0,  55.98
sl, 23034,2019,10,04,15,29, 272.98, 267.47, 281.65,   3.78,   5.73,  11.49,       ,  24.75,   4.98,   1.42, 266.59, 264.82, 267.87,   1.00,   5.67, 388.51, 388.41, 388.86,   0.09,   4.69,   6.39,   2.65,  13.78,   2.77,   0.79,    0,    0,    0,  56.18
sl, 23034,2019,10,04,15,30, 269.05, 268.02, 270.22,   0.61,   5.69,   3.88,       ,   4.66,   0.23,   0.57, 266.90, 266.01, 267.64,   0.48,   5.68, 388.62, 388.49, 388.84,   0.09,   4.72,   2.15,   2.01,   2.58,   0.13,   0.32,    0,    0,    0,  56.37
sl, 23034,2019,10,04,15,31, 267.74, 266.65, 268.74,   0.51,   5.66,   4.10,       ,   5.00,   0.27,   0.57, 265.48, 264.50, 265.98,   0.36,   5.65, 389.17, 388.83, 389.54,   0.21,   4.72,   2.26,   2.15,   2.76,   0.15,   0.32,    0,    0,    0,  56.56
sl, 23034,2019,10,04,15,32, 273.06, 265.82, 300.88,   9.30,   5.97,  10.34,       ,  50.79,  12.06,   3.17, 267.39, 264.04, 273.03,   2.69,   5.73, 390.16, 389.55, 390.92,   0.40,   4.70,   5.67,   1.79,  27.85,   6.61,   1.74,    0,    0,    0,  56.75
sl, 23034,2019,10,04,15,33, 285.50, 275.10, 298.40,   6.89,   6.21,   4.64,       ,   7.97,   1.17,   0.64, 282.98, 273.31, 294.05,   6.25,   6.20, 391.61, 390.98, 392.43,   0.40,   4.66,   2.53,   1.80,   4.35,   0.64,   0.35,    0,    0,    0,  56.94
sl, 23034,2019,10,04,15,34, 319.81, 299.00, 360.33,  15.88,   7.14,  31.38,       ,  99.15,  22.04,   5.75, 302.78, 294.45, 306.53,   3.92,   6.46, 393.37, 392.44, 394.20,   0.53,   4.61,  17.03,   4.55,  53.80,  11.96,   3.12,    1,    0,    0,  57.13
sl, 23034,2019,10,04,15,35, 328.22, 310.70, 377.85,  21.46,   8.24,  38.34,       , 124.74,  36.55,   9.48, 307.52, 305.48, 310.50,   1.73,   6.49, 395.02, 394.19, 395.87,   0.48,   4.57,  20.70,   5.23,  67.34,  19.73,   5.12,    9,    2,    0,  57.33
sl, 23034,2019,10,04,15,36, 370.93, 315.92, 597.74,  69.50,  18.36, 103.36,       , 514.55, 123.43,  31.93, 315.43, 310.65, 321.41,   3.22,   6.68, 396.63, 395.93, 397.07,   0.32,   4.52,  55.51,   5.27, 276.33,  66.29,  17.14,   23,   20,   18,  57.52
sl, 23034,2019,10,04,15,37, 583.56, 511.09, 660.78,  38.12,  12.21, 482.15,       , 620.25,  66.67,  19.05, 326.00, 321.38, 329.45,   2.51,   6.87, 397.20, 396.94, 397.59,   0.22,   4.54, 257.56, 189.71, 331.33,  35.61,  10.17,   60,   60,   60,  57.71
sl, 23034,2019,10,04,15,38, 350.03, 318.42, 499.58,  37.40,  10.69,  63.35,       , 325.64,  60.79,  15.74, 316.36, 308.39, 326.55,   5.10,   6.77, 398.60, 397.46, 399.49,   0.62,   4.53,  33.66,  10.03, 173.03,  32.30,   8.37,    8,    6,    5,  57.90
sl, 23034,2019,10,04,15,39, 306.92, 304.02, 316.83,   3.47,   6.43,   7.04,       ,  17.71,   3.61,   1.09, 303.20, 301.63, 307.47,   1.56,   6.40, 399.00, 398.81, 399.25,   0.10,   4.56,   3.72,   2.39,   9.36,   1.91,   0.58,    0,    0,    0,  58.10
sl, 23034,2019,10,04,15,40, 308.87, 304.73, 311.99,   2.52,   6.46,   6.59,       ,   7.53,   0.88,   0.62, 305.41, 302.19, 308.03,   2.06,   6.45, 399.82, 399.25, 400.33,   0.34,   4.56,   3.46,   2.54,   3.96,   0.46,   0.32,    0,    0,    0,  58.29
sl, 23034,2019,10,04,15,41, 307.04, 299.19, 312.87,   3.88,   6.43,   8.71,       ,  13.00,   2.05,   0.79, 302.48, 295.85, 306.07,   2.80,   6.41, 400.61, 400.28, 400.86,   0.16,   4.55,   4.55,   3.35,   6.79,   1.07,   0.41,    0,    0,    0,  58.48
sl, 23034,2019,10,04,15,42, 294.27, 285.16, 304.16,   6.19,   6.24,   9.57,       ,  15.53,   3.40,   1.05, 289.29, 283.13, 296.08,   4.43,   6.22, 401.30, 400.79, 401.74,   0.29,   4.55,   4.98,   2.03,   8.07,   1.77,   0.55,    0,    0,    0,  58.68
